spec,dps,item_level,fight_name,fight_length
Survival Hunter,82983.29,467,Gara'jal the Spiritbinder,337595
Frost Mage,56178.56,460,The Spirit Kings,581774
Unholy DeathKnight,64362.22,464,The Spirit Kings,581774
Subtlety Rogue,63535.98,467,The Spirit Kings,581774
Assassination Rogue,70905.14,467,The Spirit Kings,581774
Survival Hunter,69996.17,465,The Spirit Kings,581774
Destruction Warlock,64761.26,467,The Spirit Kings,581774
Brewmaster Monk,35215.19,471,The Spirit Kings,581774
Arms Warrior,64071.27,462,The Spirit Kings,581774
Arms Warrior,69659.85,468,The Spirit Kings,581774
Arms Warrior,74928.99,467,The Spirit Kings,581774
Survival Hunter,74144.83,467,The Spirit Kings,581774
Survival Hunter,68130.31,463,The Spirit Kings,581774
Blood DeathKnight,68339.05,465,The Spirit Kings,581774
Elemental Shaman,68073.3,467,The Spirit Kings,581774
Arms Warrior,56863.91,461,The Spirit Kings,581774
Destruction Warlock,4474.41,467,The Spirit Kings,581774
Retribution Paladin,69912.36,467,The Spirit Kings,581774
Arms Warrior,60896.12,467,The Spirit Kings,581774
Destruction Warlock,68215.76,467,The Spirit Kings,581774
Balance Druid,13741.03,468,The Spirit Kings,581774
Survival Hunter,43415.39,472,The Spirit Kings,581774
Survival Hunter,87379.86,466,The Spirit Kings,581774
Survival Hunter,152777.58,470,The Stone Guard,227618
Elemental Shaman,157695.78,472,The Stone Guard,227618
Survival Hunter,138914.76,470,The Stone Guard,227618
Unholy DeathKnight,136991.6,469,The Stone Guard,227618
Brewmaster Monk,119697.59,465,The Stone Guard,227618
Blood DeathKnight,18721.21,469,The Stone Guard,227618
Balance Druid,120881.66,467,The Stone Guard,227618
Destruction Warlock,128752.38,471,The Stone Guard,227618
Arms Warrior,72171.42,461,Feng the Accursed,358991
Elemental Shaman,82777.8,472,Feng the Accursed,358991
Survival Hunter,102784.41,470,Feng the Accursed,358991
Survival Hunter,93569.26,470,Feng the Accursed,358991
Unholy DeathKnight,81788.26,469,Feng the Accursed,358991
Brewmaster Monk,41675.59,465,Feng the Accursed,358991
Blood DeathKnight,35652.36,469,Feng the Accursed,358991
Guardian Druid,2064.85,467,Feng the Accursed,358991
Destruction Warlock,88059.85,473,Feng the Accursed,358991
Destruction Warlock,1995.48,467,The Stone Guard,263532
Frost Mage,163388.3,467,The Stone Guard,263532
Subtlety Rogue,89719.37,463,The Stone Guard,263532
Survival Hunter,89289.4,465,The Stone Guard,263532
Survival Hunter,137400.44,467,The Stone Guard,263532
Destruction Warlock,33471.45,466,The Stone Guard,263532
Brewmaster Monk,113520.21,465,The Stone Guard,263532
Blood DeathKnight,32011.81,468,The Stone Guard,263532
Arms Warrior,183393.98,467,The Stone Guard,263532
Frost Mage,86284.58,467,Feng the Accursed,385161
Subtlety Rogue,48151.11,463,Feng the Accursed,385161
Survival Hunter,85219.64,467,Feng the Accursed,385161
Destruction Warlock,75087.3,466,Feng the Accursed,385161
Brewmaster Monk,28462.03,465,Feng the Accursed,385161
Blood DeathKnight,70578.73,468,Feng the Accursed,385161
Arms Warrior,80548.68,467,Feng the Accursed,385161
Destruction Warlock,3322.14,467,Feng the Accursed,385161
Survival Hunter,81670.25,465,Feng the Accursed,385161
Frost Mage,84826.95,467,Gara'jal the Spiritbinder,294510
Subtlety Rogue,79409.15,463,Gara'jal the Spiritbinder,294510
Survival Hunter,100335.01,465,Gara'jal the Spiritbinder,294510
Survival Hunter,109835.48,467,Gara'jal the Spiritbinder,294510
Destruction Warlock,88132.36,466,Gara'jal the Spiritbinder,294510
Brewmaster Monk,34077.18,465,Gara'jal the Spiritbinder,294510
Blood DeathKnight,48982.32,468,Gara'jal the Spiritbinder,294510
Arms Warrior,83978.29,467,Gara'jal the Spiritbinder,294510
Frost Mage,72389.35,467,The Spirit Kings,332931
Subtlety Rogue,55898.47,463,The Spirit Kings,332931
Survival Hunter,85664.76,465,The Spirit Kings,332931
Survival Hunter,86812.59,467,The Spirit Kings,332931
Destruction Warlock,67601.72,466,The Spirit Kings,332931
Brewmaster Monk,29139.16,465,The Spirit Kings,332931
Blood DeathKnight,32507.23,468,The Spirit Kings,332931
Arms Warrior,69944.9,467,The Spirit Kings,332931
Destruction Warlock,10945.59,472,Elegon,315742
Frost Mage,140310.62,467,Elegon,315742
Subtlety Rogue,115822.45,470,Elegon,315742
Survival Hunter,180845.75,465,Elegon,315742
Survival Hunter,204535.16,467,Elegon,315742
Destruction Warlock,172965.74,466,Elegon,315742
Brewmaster Monk,35773.11,465,Elegon,315742
Blood DeathKnight,61916.03,468,Elegon,315742
Arms Warrior,129845.91,467,Elegon,315742
Frost Mage,61096.44,467,Will of the Emperor,399498
Subtlety Rogue,61954.84,470,Will of the Emperor,399498
Survival Hunter,80774.66,467,Will of the Emperor,399498
Survival Hunter,78063.91,465,Will of the Emperor,399498
Destruction Warlock,82758.93,466,Will of the Emperor,399498
Brewmaster Monk,37300.3,465,Will of the Emperor,399498
Blood DeathKnight,53426.15,468,Will of the Emperor,399498
Arms Warrior,25309.9,469,Will of the Emperor,399498
Destruction Warlock,102812.96,464,The Stone Guard,259149
Destruction Warlock,9984.5,472,The Stone Guard,259149
Blood DeathKnight,135092.37,465,The Stone Guard,259149
Brewmaster Monk,17025.48,467,The Stone Guard,259149
Survival Hunter,153257.54,465,The Stone Guard,259149
Arms Warrior,113339.19,463,The Stone Guard,259149
Enhancement Shaman,129892.47,465,The Stone Guard,259149
Frost DeathKnight,130959.23,466,The Stone Guard,259149
Fire Mage,74540.0,464,The Stone Guard,259149
Survival Hunter,138962.38,470,The Stone Guard,227540
Unholy DeathKnight,137038.56,469,The Stone Guard,227540
Brewmaster Monk,119738.63,465,The Stone Guard,227540
Destruction Warlock,128796.51,471,The Stone Guard,227540
Blood DeathKnight,18727.63,469,The Stone Guard,227540
Elemental Shaman,157749.84,472,The Stone Guard,227540
Balance Druid,120923.1,467,The Stone Guard,227540
Survival Hunter,152829.95,470,The Stone Guard,227540
Survival Hunter,102792.14,470,Feng the Accursed,358964
Unholy DeathKnight,81794.42,469,Feng the Accursed,358964
Destruction Warlock,88066.47,473,Feng the Accursed,358964
Blood DeathKnight,35655.05,469,Feng the Accursed,358964
Elemental Shaman,82784.03,472,Feng the Accursed,358964
Arms Warrior,72176.85,461,Feng the Accursed,358964
Guardian Druid,2065.01,467,Feng the Accursed,358964
Brewmaster Monk,41678.73,465,Feng the Accursed,358964
Survival Hunter,93576.3,470,Feng the Accursed,358964
Destruction Warlock,120449.96,471,The Stone Guard,373623
Blood DeathKnight,76476.34,463,The Stone Guard,373623
Shadow Priest,111282.71,467,The Stone Guard,373623
Protection Warrior,12174.02,467,The Stone Guard,373623
Windwalker Monk,70691.25,464,The Stone Guard,373623
Survival Hunter,116969.04,466,The Stone Guard,373623
Destruction Warlock,79166.55,471,Feng the Accursed,338754
Unholy DeathKnight,78282.38,465,Feng the Accursed,338754
Blood DeathKnight,32942.86,465,Feng the Accursed,338754
Shadow Priest,67179.93,467,Feng the Accursed,338754
Protection Warrior,41361.06,467,Feng the Accursed,338754
Windwalker Monk,57423.23,464,Feng the Accursed,338754
Survival Hunter,93808.58,466,Feng the Accursed,338754
Destruction Warlock,49301.69,471,Gara'jal the Spiritbinder,315805
Unholy DeathKnight,76767.39,465,Gara'jal the Spiritbinder,315805
Blood DeathKnight,44441.34,465,Gara'jal the Spiritbinder,315805
Shadow Priest,67197.03,468,Gara'jal the Spiritbinder,315805
Protection Warrior,36659.84,467,Gara'jal the Spiritbinder,315805
Windwalker Monk,58932.2,466,Gara'jal the Spiritbinder,315805
Survival Hunter,78962.46,466,Gara'jal the Spiritbinder,315805
Balance Druid,242.8,464,Gara'jal the Spiritbinder,315805
Shadow Priest,111258.89,467,The Stone Guard,373703
Windwalker Monk,70676.11,464,The Stone Guard,373703
Blood DeathKnight,76459.96,463,The Stone Guard,373703
Survival Hunter,116944.0,466,The Stone Guard,373703
Protection Warrior,12171.41,467,The Stone Guard,373703
Destruction Warlock,120424.18,471,The Stone Guard,373703
Shadow Priest,67168.43,467,Feng the Accursed,338812
Windwalker Monk,57413.4,464,Feng the Accursed,338812
Blood DeathKnight,32937.22,465,Feng the Accursed,338812
Survival Hunter,93792.52,466,Feng the Accursed,338812
Protection Warrior,41353.98,467,Feng the Accursed,338812
Destruction Warlock,79153.0,471,Feng the Accursed,338812
Unholy DeathKnight,78268.98,465,Feng the Accursed,338812
Shadow Priest,67211.08,468,Gara'jal the Spiritbinder,315739
Windwalker Monk,58944.51,466,Gara'jal the Spiritbinder,315739
Blood DeathKnight,44450.63,465,Gara'jal the Spiritbinder,315739
Survival Hunter,78978.97,466,Gara'jal the Spiritbinder,315739
Protection Warrior,36667.5,467,Gara'jal the Spiritbinder,315739
Destruction Warlock,49312.0,471,Gara'jal the Spiritbinder,315739
Unholy DeathKnight,76783.44,465,Gara'jal the Spiritbinder,315739
Balance Druid,242.85,464,Gara'jal the Spiritbinder,315739
Feral Druid,134653.81,471,Elegon,431669
Frost Mage,147015.54,470,Elegon,431669
Shadow Priest,143063.85,476,Elegon,431669
Brewmaster Monk,66887.98,474,Elegon,431669
Destruction Warlock,161606.8,475,Elegon,431669
Frost Mage,156957.07,472,Elegon,431669
Arms Warrior,161500.67,474,Elegon,431669
Balance Druid,126966.66,474,Elegon,431669
Unholy DeathKnight,184094.87,476,Elegon,431669
Arms Warrior,145621.65,473,Elegon,431669
Assassination Rogue,134348.98,472,Elegon,431669
Unholy DeathKnight,168370.24,470,Elegon,431669
Survival Hunter,196987.1,479,Elegon,431669
Survival Hunter,163738.59,471,Elegon,431669
Frost Mage,166574.85,476,Elegon,431669
Survival Hunter,163282.27,472,Elegon,431669
Destruction Warlock,153915.13,477,Elegon,431669
Destruction Warlock,4235.54,471,Elegon,431669
Arms Warrior,185086.06,474,Elegon,431669
Blood DeathKnight,113771.75,467,Elegon,431669
Assassination Rogue,147183.21,470,Elegon,431669
Brewmaster Monk,119738.63,465,The Stone Guard,227540
Elemental Shaman,157749.84,472,The Stone Guard,227540
Balance Druid,120923.1,467,The Stone Guard,227540
Destruction Warlock,128796.51,471,The Stone Guard,227540
Survival Hunter,138962.38,470,The Stone Guard,227540
Survival Hunter,152829.95,470,The Stone Guard,227540
Unholy DeathKnight,137038.56,469,The Stone Guard,227540
Blood DeathKnight,18727.63,469,The Stone Guard,227540
Unholy DeathKnight,137038.56,469,The Stone Guard,227540
Survival Hunter,138962.38,470,The Stone Guard,227540
Blood DeathKnight,18727.63,469,The Stone Guard,227540
Balance Druid,120923.1,467,The Stone Guard,227540
Destruction Warlock,128796.51,471,The Stone Guard,227540
Brewmaster Monk,119738.63,465,The Stone Guard,227540
Survival Hunter,152829.95,470,The Stone Guard,227540
Elemental Shaman,157749.84,472,The Stone Guard,227540
